id,company_id,dep,first_name,last_name,salary,address_id
1810,100,13,XBAVBXB,FDPDUWRQ,1438,5817
1811,45,3,PTUY,CGCWI,1585,9149
1812,64,6,JAYOXGOPJWJ,AZYLRKQLXRSM,500,4150
1813,4,6,OZCJVSIIS,BXKAZLIOJW,22,9938
1814,1,2,WW,ZIXQJLGJT,1732,7912
1815,30,17,BIBTOWKHW,JJFF,1397,9423
1816,55,11,CCYPGR,DGTUSRTE,1906,1252
1817,24,15,LPIGWXSFDQNHD,LINNCZRODIHZR,901,8946
1818,79,14,OLC,OKRGYBKCP,1478,3276
1819,2,11,FFL,KACS,53,4271
1820,39,18,CSIX,JRYNUQ,1856,5641
1821,5,19,RVWNXG,L,1460,3301
1822,96,3,HJG,TUJ,586,6652
1823,63,11,NA,WUMIOJAZIXWP,206,7923
1824,8,10,M,MIQMEGFSWMZCVQZ,1092,2248
1825,86,10,NDR,KIMYPZKGZRI,889,3320
1826,96,1,HZUCZARMY,EHNXIJKWF,1672,7077
1827,30,1,TWKLLRYSDH,UVVQRTLJJKLBQ,1142,9570
1828,43,13,EZTWIQXXTJ,WGVSHCIV,1989,2090
1829,86,12,NPISCMLOAJME,BGFBMCRQ,1919,815
1830,58,15,DIMXUSPOFKTMM,PHWAMJGXZXIFELA,778,7171
1831,93,6,QLFM,YIOQOBOW,568,3648
1832,37,1,VJRVFYBW,RONWULOTNC,1382,4501
1833,16,2,CQZADWJTRZXQFX,SQYNQMZJMITH,463,1685
1834,13,3,ZNRL,QJKW,225,2149
1835,59,1,SRJFM,EUZWSJJGUXPZ,63,3359
1836,17,9,WQEZGSSAIXXEML,BHOSCRRBLTKF,390,7063
1837,31,18,UUCXLR,OAGZWFGWI,1017,9416
1838,3,5,BEGYDRUEV,X,1633,5510
1839,78,9,E,ULHQELQB,885,3613
1840,78,10,UANPHLUN,K,1694,5298
1841,33,18,NZG,IYXJ,1773,3482
1842,16,18,UVJGIBVN,PATVSY,934,9418
1843,47,12,DWWWRUATCTTKME,KUIZJMSXVAPYHP,1400,3233
1844,81,19,GLDUBDNISPDJF,MNAKBUPUSHT,8,9716
1845,58,19,L,NFHVOLJSSFNGJJM,461,858
1846,42,4,SJBUOAMLJ,HQIB,688,1672
1847,3,10,UTYFRZMIU,AAWLORS,1281,8627
1848,48,8,DUMG,"",74,3097
1849,84,10,MKRTLYPEAUNAF,NNGYIEHVKRSV,530,2181
1850,37,2,YOVWOMDCZ,D,499,2123
1851,5,2,G,ABYC,1257,7465
1852,48,19,DFYAYGTRTDCKJ,ZTFO,1366,7583
1853,95,6,CXNCQBY,UHDPDH,447,4111
1854,95,20,E,ATGRFEIFYOUY,1297,231
1855,54,18,YHIEVQSR,EZV,1673,4468
1856,54,14,IQBRJ,TXUC,615,4757
1857,92,1,SFJJRB,"",1350,7870
1858,68,11,XNSNU,YGMWAKDBXHC,1375,8370
1859,8,14,UO,"",25,2138
1860,9,8,DQYU,JJXMAJR,1747,7282
1861,16,15,GCMHEKBHRLGOC,WDQAXZKVDTEO,1470,8150
1862,23,13,IIYGSVGABQEKB,OEGXNLJWVEI,110,1394
1863,34,17,YKSYDPMQVKZ,MYYRNL,668,317
1864,61,10,DUO,HTHNSPLDUFLZJ,189,289
1865,16,7,FJTOUHBGOWUUAC,XQFSMZGGZBWUHLV,211,2245
1866,3,1,O,LYQBAKVLUXAD,701,9463
1867,92,5,QABN,UNXR,1796,2114
1868,11,12,NJBUXEL,CVHSZZVON,1712,677
1869,61,12,JMHPHIY,YQIMPBJMAR,1728,9892
1870,8,6,IKEBUPHSGXLP,BDQYUURITEDM,500,9029
1871,40,20,R,D,340,6351
1872,25,14,HPXDVMQYAQNL,HTBWCVXCWMGBG,1805,191
1873,98,19,LPTEHXDD,KXSFJFSUPEAVWW,1659,7929
1874,41,2,O,SMLTU,1681,1418
1875,2,3,EPJHCOYDUQTCY,"",1519,7091
1876,89,15,PJMCGAUOS,EUITWHVTTCBQ,1551,3927
1877,9,7,P,DUKATUYRGJY,1908,3387
1878,50,15,GOFFO,Z,940,5401
1879,44,3,LFFMKNVVTYXU,ARMVD,1952,2585
1880,39,10,I,ZDWDG,1027,2680
1881,69,8,HRMOETQW,R,994,3900
1882,16,1,TBUMERTWULFYCZ,BICNPOGDNSHAJ,1169,9218
1883,76,15,HKMP,PTJWXU,92,5362
1884,63,5,T,L,25,6752
1885,65,8,D,TCA,87,2227
1886,59,20,YHDEORV,VOJFHHKLBP,1086,9771
1887,47,7,YWMXZSAOFXL,"",1381,9865
1888,19,14,NSCR,KDSRSNW,304,4872
1889,31,2,WXYPFZ,I,1087,37
1890,40,15,TDFQQSXPBLMY,PCJKSHTMBQY,298,7952
1891,5,8,YWIWRKP,UGMXQXTS,1328,2415
1892,13,13,MCX,XRF,1483,2779
1893,39,8,BPQBQIPBUEFVL,QPISH,1769,1658
1894,79,3,NFNZXVSK,RZ,1167,6205
1895,69,14,ACQOJHNMGTRVO,RIASVWEV,1359,7483
1896,10,1,TZRNQSYQWUF,P,976,456
1897,78,4,QZLNQBQ,YBKTADP,819,3268
1898,59,13,WZLSNQI,WR,405,2125
1899,76,9,OEINSOGYG,ANMOKYOWHN,1214,9308
1900,67,14,IXZDPVX,F,1245,9830
1901,15,18,XJCVTOKDOSBD,EFIDAGSWQOYHFN,1403,9170
1902,76,1,KI,ATKL,111,6278
1903,42,8,UQAQGUI,MLN,590,5828
1904,94,9,D,DSTLHUQYGG,301,8481
1905,83,1,XWK,DMDZMRWYQFLJH,60,8334
1906,11,8,MKDNRSVPOIBZ,SAO,321,6218
1907,97,11,VDUG,AGG,745,9633
1908,92,11,QCEUKGFWUYITFGH,YUNAKZBF,1940,9099
1909,53,5,QC,PP,1301,243
1910,14,4,"",MRHK,1779,3243
1911,40,20,ZWSSGACEUN,SNWLOHD,1803,2044
1912,51,18,ZMEXCMIRIPW,ICOJPHGGTLEBF,1806,7032
1913,35,10,SVQGCLGCDO,PRFYYM,335,3077
1914,73,12,OQZAFQR,IKDMGEEQSD,1578,5237
1915,91,1,LJ,WLVA,897,2897
1916,100,17,BYBBUMGFQ,EGGXDOIJFMCKA,376,9375
1917,20,4,IEUMOM,GQKEMCI,1804,274
1918,59,14,HPE,XRNLVJ,933,3601
1919,68,19,YSUNMKXWBJRA,ZEYIZPUFJ,1079,4152
1920,22,11,WJUBNVQZBQSPE,TFBLYNE,6,1848
1921,2,15,N,COZEQYUHFTRSAF,1955,6813
1922,2,7,LMGVBVVGPWT,LH,735,3234
1923,13,9,ZMMCSVP,DXCRNXBRXBBYT,1558,9536
1924,27,7,YTDGNQTK,MXTAPXYCA,1414,7838
1925,17,6,DUXYXRJQ,FDJMX,5,7861
1926,61,12,U,HUYRUDAP,1900,419
1927,34,1,OVYHAKB,U,1739,3796
1928,62,6,NZMJ,B,116,2636
1929,23,17,DZITSWQYH,NBRNUBGMOHHWP,1151,7017
1930,50,6,N,E,482,2572
1931,58,12,OL,VYCPWQZ,1404,6963
1932,93,13,MKCPKXLSCIKNUS,K,324,817
1933,70,17,"",IFLX,1664,2398
1934,97,19,ZZVUOMU,HFXM,625,5373
1935,60,19,TGINPVM,THNHFGUIGH,1368,2749
1936,27,15,VYIFAMONNEMRTN,NKPSVKNDD,34,1835
1937,52,6,WLPKTQDCDDPE,HQRNZGHASEFASY,790,7384
1938,15,18,HMU,DFK,1640,4960
1939,46,8,LPKSEEPXUKE,YPONEKG,784,1100
1940,27,11,REXYQHGKZ,VJ,1384,2348
1941,74,6,DT,WX,1289,4698
1942,73,12,QMCF,IDFGYILQDHSQ,1289,2507
1943,48,5,MCZKHGAZJIIIHXW,IMWS,424,6082
1944,83,10,JRCSQNJHKCFJF,"",93,4767
1945,77,11,SU,GRTOJJTVQW,93,8720
1946,1,14,NQPYLZY,ZBGJ,1703,4599
1947,17,20,DRSKBJQ,YNFGPHNBTRT,244,5455
1948,46,7,JUNKBRWFMWHCFEV,GDX,1915,4008
1949,63,19,JHXVBHKQR,XOEYLXREYIK,1027,2214
1950,50,5,FFLHOJ,BODNBNKWK,257,7250
1951,82,9,ATMWOQNEAHP,MJIYFPQ,218,8437
1952,58,16,ZOPWXVHOIGC,RJJTCVMPIOYLKM,686,4806
1953,57,4,UEUOSRFPXLOF,FWWIA,1892,9260
1954,62,10,DEABVUEZMU,DHDWNU,1196,7516
1955,98,4,OYVIEGPGB,WSFUNUPEFCBWUM,1894,4824
1956,44,19,XZHAFVALLDINKW,VPQHDOCM,1919,6462
1957,44,19,PLNNEHSAICPW,SROGNSJP,985,2399
1958,4,11,HPAYOITRTSUG,MH,1053,1007
1959,73,5,ZJJ,ZEQNQBII,843,6530
1960,65,8,MYGDUE,CGYMUQ,714,8642
1961,18,18,KVPNBYPBUFMKNW,IOP,153,6822
1962,22,7,ASKFUF,EWPNKTGX,1331,2230
1963,82,14,TCJDCJGGVAHNN,QJCUYFVGV,1621,9587
1964,77,1,JFOAOK,BKPNWNBEW,335,604
1965,8,7,OPJGTXHFOQOVAZY,CRSTDMMVSGM,1830,887
1966,29,16,JWW,JOHQ,1128,7801
1967,98,14,PDZPGICXXYPKKY,IBINLPWSP,580,9870
1968,54,7,QGIWUCINKXPES,SKWOSWZNYIEJ,1056,4553
1969,61,20,MZZWFBZRUJ,QFDHDILWDK,822,7874
1970,47,15,AFQTOUJXR,VNSI,247,5535
1971,84,8,TOARNPWFPQZ,MERGGTFCKMOBNF,1500,8399
1972,56,12,X,HHYIJSKBVJQBU,1000,7190
1973,70,1,DJXZBJCVCRVX,YMYEZ,42,2211
1974,18,10,RBPUPUUG,SLLEUXYKGCN,1590,2975
1975,21,10,VIWQZ,RDJ,135,3625
1976,95,2,"",YRPJ,279,9998
1977,72,17,OAE,WLETHX,693,3603
1978,80,16,JXKFLXVRGCPMM,TOV,1207,2820
1979,47,13,HBZTEEOYGHYS,S,1539,9901
1980,59,15,LKU,SIIYLXMTQLY,548,6958
1981,72,7,IMDMLSC,SSDAOJEV,1174,5262
1982,82,4,QGX,NE,382,240
1983,29,9,YWK,OLLZLVYHZAWZNZ,539,5414
1984,80,14,HQNNMEBDDQ,WGSTAQUDOGT,1623,1545
1985,32,7,JELSEBGQJXAV,"",1562,8803
1986,25,2,PZCI,GSKSPQILNADCO,676,9812
1987,12,18,"",VUKI,44,218
1988,50,10,UHCNUJ,BYTUULO,252,7607
1989,55,15,RAQTR,PVCSRDNLSOPJM,202,2159
1990,96,13,QVJZ,HVPQ,944,4259
1991,21,12,YTTDWSAPNSLTTX,PPDXFEX,912,599
1992,60,1,YDCJNHQHWLDWO,BK,836,1182
1993,29,14,ELTMHA,XTQ,381,1787
1994,11,2,APBE,MGEZYG,1940,6295
1995,9,5,GYTUTYJLQO,TAVTWYZXAVZ,276,1938
1996,83,17,FIHDABCZLYGQ,BIIZQIPHK,935,7957
1997,41,7,RNKMMQNJVFGFW,UTAU,408,7897
1998,41,8,VMRTUXIJHJ,YKKCLINC,995,4233
1999,71,4,NURUDSRMWGEJTI,CZQTOFBJA,1605,2955
2000,8,1,MLTVVDQBQFYT,VORD,993,7965
2001,53,5,TD,MGUWKDFBL,1,6998
2002,19,17,RCDZJW,RVTNTHQEAI,127,9040
2003,13,18,MGDCYBJAKB,VXTDZ,1239,7969
2004,53,18,BSRSKOKLE,WMGCTRYZI,875,3122
2005,66,5,PIYYBYNEPLP,KGXCE,1076,3553
2006,79,19,VGRUETU,INSRIDVZQU,454,9872
2007,64,16,PBIGZHSUMITBZDO,UGFOQ,570,6528
2008,100,16,C,O,936,2336
2009,73,4,UJYCBHGGQ,SC,1214,6220
2010,98,17,RBIPWKBGIWMHO,Z,782,429
2011,16,20,BFNK,PMYHBDDDFS,699,1718
2012,30,20,QTLLWCHF,DX,1681,1001
2013,90,7,"",EMKFWJKQ,1733,1198
2014,8,3,R,BYPUERIPCKTT,1664,1258
2015,86,2,CGWJYK,BEBQOSMCYIYJSL,248,9445
2016,59,11,J,NHWAYMBM,526,2009
2017,77,8,"",CBHWDHUXHTWIMD,1906,3698
2018,33,4,COXXAUZHMHWCED,TQNFMQFKXAJKB,113,357
2019,6,20,SWOZPSUYEQMTMZ,MBRL,1631,5033
2020,84,13,CLJVJHADW,FCLOBTRMJU,1938,5855
2021,38,15,V,DMEIS,1212,8083
2022,50,6,GQUWEN,EUQNJ,1052,2854
2023,13,19,JRBYOHFN,WW,962,1905
2024,98,16,XFIQSORNAEC,GQJ,1407,3932
2025,51,16,YCCNLTRKXX,KPEV,524,3457
2026,29,8,WGSHOLLANVO,JVTONKENVE,1208,1171
2027,46,5,HLMRUOZNGVXA,SCYTGNSYFAP,26,6203
2028,50,13,NWSHHURKWA,KEOWQVHIHSECTI,1386,6882
2029,79,5,WMJMNLDANJ,XDAMMWAGM,1763,2624
2030,30,5,IDBHPDIYEV,XHBPORCR,1635,1061
2031,88,14,"",JESHVA,1592,6696
2032,6,16,WWQW,QPMOD,316,8027
2033,100,8,KWDTUKU,B,1671,7723
2034,40,18,NHRIRBPJUL,EXXYYNTDIJWSWY,326,2333
2035,91,18,CUZOWRQD,VPDNAUWGTLQP,1345,4680
2036,49,2,ZOXIXXHPGWIBG,RQXOMQCRMHCE,22,934
2037,59,2,FOKLIH,ICUDVUNTN,669,4928
2038,41,10,F,L,1743,4391
2039,91,19,"",KEEYPZQV,1125,6241
2040,76,5,QKXVQYXZTQXXBC,N,1738,3003
2041,7,4,VUGQIEMYHMXK,QDF,1779,8789
2042,40,14,UVCMWYFKPYQA,ROALT,362,1686
2043,79,20,SFKAEVNDH,SDIQSLNHOVW,1037,7217
2044,8,12,MCEWBQ,AIPE,1764,4502
2045,98,1,OC,WLFAKUORQMCWIPL,1777,464
2046,22,8,KOWLH,COR,1188,4325
2047,43,11,UWUECEFEOD,TPVFWKBH,554,3168
2048,29,10,SBSMFIWTWYEZ,LHOECI,833,5837
2049,70,2,MIAYTDGSPGY,GO,1234,8182
2050,33,18,MLIVU,CNIZWP,1813,9031
2051,22,10,O,WUKWUNHLXJQJYH,1905,4615
2052,86,9,DDKAUHMC,PW,1163,690
2053,8,4,ZKFMMLZBY,OJYRDFC,1372,2080
2054,15,5,UPWFEGPULNOCX,RUDBS,148,6923
2055,31,11,CNSDKHGIYE,LWHONDSDQDAJEX,953,4897
2056,22,19,SCSCI,UXUGIJODJ,1282,1424
2057,50,4,UHJSECHLTWMH,GATAI,341,5146
2058,55,9,RN,EYQ,1808,8450
2059,74,4,PEVJT,XPNIAPLI,1583,5570
2060,60,1,OVBAMZOEL,TYN,1722,4049
2061,22,11,CGNZWUPUKL,BRFIVPXCGWEX,767,7821
2062,28,18,KULZYGOPA,KBVIELRCWTTAWYA,381,7320
2063,83,18,QNYUYBFHGC,FMUILBRMHXBZHK,643,9485
2064,44,3,JTNENA,GFHQOJPFQPOTQE,1062,3380
2065,71,19,WAKBUTMHUAIFC,QHNGSPYOU,309,2107
2066,57,1,WYDHIG,DEX,1451,4802
2067,61,1,AMAGOHGBNJY,DRLLSBVIHT,1245,3424
2068,100,15,R,ZVAJOW,830,502
2069,52,18,HMSUJLUYLMIF,T,858,5480
2070,55,19,"",IRQVXVUT,1552,1809
2071,25,8,H,HMNA,450,317
2072,52,4,N,"",1036,5475
2073,36,9,IJ,CSP,1972,3900
2074,96,4,P,AKGADCM,1914,4480
2075,39,6,TGKBO,NZGEBAAPLMCPKHW,340,4814
2076,85,13,CSZEWSP,CREOWCKVV,1420,6934
2077,90,19,TDYA,LMLPFEZIQVEFFU,1845,4393
2078,77,11,E,BPBPBSWUKEN,1425,3154
2079,27,8,VTBBYQ,DLEOULZ,1434,6554
2080,24,11,ISGWNVN,PMJRZKUGUY,490,5630
2081,5,4,AYPE,GPLBSGTQAFIX,28,5995
2082,44,15,PUZLXYEIVZQXDI,UAS,1492,6322
2083,32,12,ARODXANZEE,ROTFDOKSRGRZO,1807,8645
2084,59,1,F,MCPARQ,395,1998
2085,27,20,TVGO,MXSDOPLQBBO,1273,1612
2086,68,11,NVQAOP,SBCKTTINXEXRKMJ,232,4365
2087,29,20,FXTETWMWDRHSQ,XFXSUQYUTWPS,316,2638
2088,37,4,HTCPY,GEM,1615,3094
2089,93,16,KRMKQSAM,NDNYMHTWWK,823,5721
2090,84,9,WVDCRNRLKDMDYC,TBGFPZCCRC,30,4424
2091,1,18,RUDVOUVAOEPTD,LVJXQ,680,9290
2092,37,8,FPD,WD,215,2950
2093,69,16,NAHAKDCWWZJOR,IZQBPORZJ,837,363
2094,25,16,BJODRGYXR,ZR,1531,3431
2095,84,13,GUI,DPAFZMPQCFH,1110,2441
2096,34,4,GYQQXT,AVE,929,9793
2097,38,8,NXTGPVWGUZD,M,1023,7053
2098,40,11,IJMGFPA,VMLZJHPPRZPV,55,6312
2099,69,2,OYQABF,RMWS,1624,6519
2100,76,15,EOLTLB,BQJXJYCIAB,1019,4846
2101,63,6,YQBUXOA,WNYVXMSLCOAG,1675,5998
2102,38,13,VNYB,FJUZDMCU,1338,841
2103,2,14,FEZSYN,PWYWGQ,634,6374
2104,75,7,IBPP,REFG,989,2110
2105,87,7,CKGWW,GBFBTSBPJOEVY,1541,9219
2106,9,12,XMURE,Q,1589,2746
2107,34,14,D,VIDHXEMNFFQZ,703,9364
2108,18,11,YEJKCSEAH,RBHI,1009,146
2109,76,1,NUNDOISTXAPBAO,LJZF,322,1092
2110,83,9,TKH,ECWTTGBVIZI,875,9524
2111,34,15,UZOQJFCV,YSUQ,1717,1402
2112,5,18,DXRSMLMMG,EJJZAGXCXFMH,226,6039
2113,59,3,KBU,TPVX,255,8700
2114,89,18,EY,XD,1871,361
2115,86,6,LCLAPKCU,TZ,1938,8518
2116,85,1,U,KWQDIDJ,680,3864
2117,75,1,SMGAIIEVPRFQ,WZOSMRM,1946,5126
2118,56,13,AWLPYBAO,VBKWMOLXGU,756,3791
2119,48,15,KKJIZSWSFEZ,LFZQIL,114,277
2120,16,4,NI,WRDORAC,1453,9470
2121,45,4,JLPOCCVT,MXKSQV,1391,2423
2122,19,13,IOAELRTLGE,NQSHRZK,593,6995
2123,69,15,XIKOTVDHD,"",1780,3266
2124,52,9,VDHDKPPVDDOCQD,ULQKJYXKWS,1253,5105
2125,68,19,VZVPZAMK,QVLENPTJAFTG,363,8563
2126,61,4,FXTUEHO,VFTRDDSSHHRQXY,598,6611
2127,83,3,QZXZVMGNEJ,SNTSXO,1078,7924
2128,41,11,LQYWFBBG,KNK,1449,5990
2129,27,18,APDJLVT,MKQWV,1332,3431
2130,13,16,ABNODYG,WAZKDHTWMXUMW,644,6585
2131,97,8,TBJELJ,QYGSCXPQ,587,4223
2132,22,12,UAZYEVLXEWUVR,"",281,3839
2133,90,4,CJA,VMTDP,1979,1403
2134,52,6,SGEYUUPFZ,FUYFHCS,813,254
2135,82,8,FDFZXAFAOYPM,THYYGUTNR,1005,6117
2136,91,3,H,JVNDL,1262,2298
2137,22,16,YZP,OLWTABROEC,1707,2705
2138,1,15,VKWDSHYEVMJJXMU,SHEOOREXQUMY,1527,5371
2139,31,3,DA,K,1286,4970
2140,43,14,UYLSNYCOL,CET,913,9302
2141,97,13,KPZBGIWBNTM,PFPWHBPTSENHZUZ,1060,8608
2142,47,10,IV,DVKHZ,1565,5035
2143,98,12,"",DQEEPASSWQXUAY,511,807
2144,50,20,"",BMWQYXGBO,164,730
2145,51,15,QIOZZINM,VYP,1133,6048
2146,75,3,EDRDFJFWNRMCH,QXYNMNICBLLDSG,1928,1363
2147,67,16,MEN,JLNXYHXQZDGMAU,79,9691
2148,14,15,VUUM,RWRYPFBKFB,346,4036
2149,79,9,ZHLD,Z,1093,5206
2150,75,12,KGATGB,WO,1342,4490
2151,53,15,"",GXHQTKKQVUXIT,157,5450
2152,45,1,PKAE,OHLENWRIQYXEZB,649,970
2153,91,7,BZLGYCQFVD,K,1477,2880
2154,44,6,TVXQOEDIZZNLKD,XQWJSSGBYH,575,5740
2155,32,8,SSKXBE,HBHPTBDC,782,6342
2156,56,5,QA,N,497,4377
2157,72,7,XJVXFORTQJF,"",1143,7534
2158,68,16,RUGTUTIVYIFP,AEZKVXSLLCOKF,299,5814
2159,30,19,QDHMXORQMZL,PLQEABCWKTRE,1368,3606
2160,76,20,EYUAJE,QATEIEVADYVYKPV,399,3290
2161,41,9,BDIPES,GJRZEJLKS,94,9767
2162,15,13,QWBNHKIS,OCFAEPOX,1764,9729
2163,74,12,HH,SK,429,6347
2164,16,18,CVJ,VT,1823,7670
2165,90,11,LTBN,HBXAW,1416,4961
2166,96,5,GSNULI,"",394,1064
2167,98,7,QBYJEGDSGVWXY,K,1426,8192
2168,64,10,WSIKEEKAEYY,TPBYSWPZPSPLS,860,2259
2169,90,9,AMQAEAVGJR,XXWRJ,490,2363
2170,86,17,MGOGWLHOP,BC,1265,3324
2171,93,14,MUQSIULMTM,DWRXXNVVBGKEY,617,3250
2172,70,5,ABWIVJOWK,LQ,1455,6282
2173,16,7,Q,"",1526,2948
2174,84,2,DK,UTBVWEVGSL,968,2200
2175,39,19,SE,VTAZQXR,1206,6048
2176,86,13,CODWVTDO,YJPV,1546,2987
2177,51,1,ELWOH,D,1987,8092
2178,39,10,"",HSULCYDWLG,945,6546
2179,41,2,ANJYKQLQSUEI,OV,1135,1081
2180,67,18,MXHMD,TTQJWRVUOOXGQ,568,1818
2181,4,5,U,QDCOWVFF,599,6909
2182,81,18,TO,XPOKXLQOBBHO,1539,9435
2183,81,6,QTP,BFVDRMAFBBTKZE,54,3879
2184,27,2,E,PTOLXRVWERGH,1669,31
2185,35,9,VCQJWLWZTWFMOWU,PKEW,1271,3595
2186,27,18,IPE,NSJV,1572,2788
2187,88,9,FQURIJWOETIMOI,KVDFJKRGO,1435,2182
2188,76,14,QACNQGNK,QQLOTRWXANYHJ,684,7743
2189,70,11,GOBMOFEAYA,VOZANXIXVAJJ,817,831
2190,40,10,ZWPQKRYHFBH,AWDKQ,1777,693
2191,81,9,RJPG,NC,1952,9187
2192,91,1,LQIJZQTEM,DEMOJD,1874,3750
2193,84,10,INTADP,AKRGNQAXWZF,808,9810
2194,97,12,LQLNEDU,BBPBIEF,1630,8803
2195,73,12,OGCTHOHRJLXX,WQ,1485,5512
2196,61,14,KMZRAVFGT,UDR,1059,4406
2197,4,4,WSBGVDRWM,ELOGQOT,768,3375
2198,67,17,JOBXCYA,XYJWD,879,9670
2199,14,5,JJDSJMYGHPDPY,OFWBCRNXBWFEHC,934,3978
2200,73,2,IXCPRRPWHTRY,NGCNTTATYQP,574,1517
2201,49,20,JNUNQK,FIQP,1782,1641
2202,23,9,ITMYOWOHYFQYJ,YJLMLZN,840,6475
2203,41,4,NQMFNYRTC,BCGFDCCY,450,3084
2204,21,3,EMZZZOZYZLM,WVHCOWRJEOU,561,885
2205,5,16,WGAPMY,SJSXS,349,360
2206,21,8,UKZU,RJ,1502,5337
2207,100,3,QERM,SNPGAIKXHH,1798,1082
2208,7,14,MESG,T,132,5621
2209,89,2,LSQVLFCRB,TIAAT,1462,4139
2210,77,5,WSOMD,EJNWXVKHYS,1763,835
2211,31,3,CVPO,DUKBLK,398,5502
2212,100,17,KNDPXNOGX,WO,1222,2284
2213,15,7,XRCJVZEVSKIO,WRRDYHWZC,1970,8554
2214,78,16,FHTTNBOTAXDIL,RSPUBVSFRB,1039,9550
2215,66,12,T,BGWXEFPTUCHY,764,8480
2216,31,1,EUBOCANPBE,KLRFBJMGYODQBC,1664,2930
2217,49,14,XRMTAWLACMN,JLHKIUEA,1101,3414
2218,32,5,FILQG,F,809,677
2219,67,7,TZK,FAXFW,1098,1301
2220,54,6,HKFMGCTTI,STZHKAFBDCSEDIM,1742,7577
2221,77,7,FYKMZNEVDFJK,FYHQJK,1164,5375
2222,47,19,TVJSNNSHLFT,ZNKY,1743,9270
2223,14,20,XIGITEKCHZTKH,GTTLESBHP,1815,2000
2224,78,4,UPGRRPWYFTPF,CTEPGAAWLFEEFQN,1872,883
2225,8,18,WELZOF,AKQGGQI,142,970
2226,38,13,RCTAPBELQ,KYRZULGKWDHI,988,4230
2227,6,2,EZESKJFWHLB,KVJ,983,2387
2228,90,13,VXWSMLO,HBVMAID,1175,9688
2229,63,1,PHYPNQP,SLQQVSVYGYR,1934,4209
2230,63,13,JXMWXMPZ,YP,12,7899
2231,89,3,LCOYUZD,BNH,1307,4
2232,57,15,GRZPYSBSG,FP,468,1754
2233,85,2,TNFZ,IZYWJIFD,1115,7033
2234,40,8,KQM,XVOUSGHUHK,1946,9118
2235,71,8,WGQVLFW,QDGJ,909,3651
2236,1,17,NFK,XNDHIFNIXCEGH,951,8061
2237,68,9,OOHBPNU,EGZTRF,762,5378
2238,16,1,FME,CUPLEF,1795,8476
2239,95,18,BATOAHD,RIKXJGLSUGVRW,1545,8627
2240,62,16,ZZDVGPJQJPV,NBZAQTCFNJV,1718,868
2241,1,2,ASVGZCSUC,QBRBTMGSLCAZ,1380,2218
2242,68,15,OZAVDDGJG,M,59,7285
2243,100,6,K,OE,1958,4586
2244,17,6,CBZ,OUMVGZRL,1084,6838
2245,30,4,JBIBPQ,BTOI,1024,4193
2246,87,20,F,OUHGKVSBL,647,1020
2247,20,12,BD,EJRWRMKMBELK,1060,8192
2248,18,14,ME,JVNPB,1151,6400
2249,56,18,DYCJ,MB,791,8135
2250,23,7,YISUMBPIJRX,MFTTUL,1746,8062
2251,25,10,KPT,VNUQGKD,1141,809
2252,69,5,CSIOXCXM,FVPB,559,364
2253,87,3,CORYKDW,UCFPIULM,147,5296
2254,92,11,LROJXRBDWI,TZDYU,84,1117
2255,70,8,FRFYH,DOXHIIBDA,1640,7482
2256,38,3,QZJQMOOOFFBTLQ,TMQHWIEPSVGO,466,279
2257,65,1,PKJFMF,YLUSY,1175,3768
2258,23,13,JYFFGCJNJ,A,52,1448
2259,69,8,"",OIFBRBUH,446,9175
2260,63,15,ZAS,GWTIIRG,982,4986
2261,26,16,ACUCLR,R,1288,9159
2262,59,12,NBRJV,VVDMQYOXGGXIJ,1538,2892
2263,68,9,NZLGGLS,SBR,1500,4144
2264,32,15,NAURMWWRTAW,BC,724,7110
2265,59,8,YI,LQJKBWTYGRUFAE,1582,3334
2266,80,19,OEPNPCDHGOY,ZRHLGHJW,1032,4663
2267,26,13,ODATCLNPGIOXZTK,CMLCERRCPF,1761,4141
2268,16,4,SYVJQTNJWBIDWSZ,TDZJBD,1870,2159
2269,98,9,TPGN,Y,940,9833
2270,69,4,CZPCVIFOE,WJN,1916,9354
2271,75,6,GHXRXF,USSECFPMTA,1976,8685
2272,94,18,XRATYWYTWRVO,CXWXJQ,226,14
2273,61,9,HXXDIIZ,MJSOPNXMS,355,3622
2274,53,14,O,VSEAGHLRJBZTBF,1544,1206
2275,7,1,CJQWMRF,VUB,1235,7254
2276,93,4,BILP,QTQIUGBRYWXPXJ,1276,362
2277,67,13,WGHAZMKZWNUCYS,CWGRFUBZXJHDA,684,2812
2278,37,18,UJIHDLSPQICU,GTAMS,522,8028
2279,94,16,WQFBHQEV,HIJMVRKHWFGY,533,7709
2280,69,11,O,W,1251,9807
2281,51,18,UHHK,BNRFDUAJH,1829,5839
2282,3,7,VQAMNU,ZGTSFJCGWL,463,4877
2283,23,10,XJKVEBVXHIDIT,VPHMCODM,1460,9431
2284,14,16,LGXZJMI,XUHSBNHOPMEGOB,465,1008
2285,11,20,JCFIMCSGQ,BHJEDPHFJKYNBQ,1139,4846
2286,50,1,H,OBOTPTKSNWRN,661,8972
2287,90,8,AN,XPUBRRP,1973,4313
2288,72,6,IOY,J,1998,6281
2289,10,6,XWYJPPZZ,KZRDE,601,8062
2290,40,4,YCHMWUXILAR,YNSTND,623,5021
2291,80,14,LNRPUONNY,WADC,437,6373
2292,37,4,W,PPSCMIKZGWBP,1531,9984
